ProvisionalIdentityKey,CanonicalMatchKey,LookupMatchKey,DisplayWord,ThirdPartyTargetSense,SourceMatchKeys,SourceOccurrenceCount,LearnerAdmitted,KloseCandidateClass,KloseCandidateCount,KloseCandidateNoteIDs,KloseCandidateSenses,PremergeStatus,MergeAuthorized
candidate:danger,danger,danger,danger,危险,danger,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dangerous,dangerous,dangerous,dangerous,危险的,dangerous,7,yes,exact-single,1,KV000413,危险的,pending-sense-confirmation,no
candidate:danish,danish,danish,Danish,丹麦的；丹麦人,danish,1,yes,exact-single,1,KV000746,丹麦的；丹麦语,pending-sense-confirmation,no
candidate:dare,dare,dare,dare,敢；胆敢,dare,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dark,dark,dark,dark,黑暗的；昏暗的,dark,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:darling,darling,darling,darling,亲爱的；心爱的人,darling,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:date,date,date,date,日期；日子,date,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:daughter,daughter,daughter,daughter,女儿,daughter,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:day,day,day,day,一天；白天,day,19,yes,exact-single,1,KV000373,天；一天,pending-sense-confirmation,no
candidate:dead,dead,dead,dead,死的；无生命的,dead,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:deaf,deaf,deaf,deaf,聋的；听不见的,deaf,4,yes,exact-single,1,KV000752,聋的；失聪的,pending-sense-confirmation,no
candidate:dear,dear,dear,dear,亲爱的；亲爱的（称呼语）,dear,16,yes,exact-single,1,KV000214,亲爱的,pending-sense-confirmation,no
candidate:december,december,december,December,十二月,dec.|december,19,yes,exact-single,1,KV000277,十二月,pending-sense-confirmation,no
candidate:decide,decide,decide,decide,决定,decide|decided,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:decorate,decorate,decorate,decorate,装饰；布置,decorate,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:deep,deep,deep,deep,深的；深处的,deep,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:deer,deer,deer,deer,鹿,deer,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:degree,degree,degree,degree,度；度数,degree,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:delicious,delicious,delicious,delicious,美味的；可口的,delicious,11,yes,exact-single,1,KV000281,美味的；好吃的,pending-sense-confirmation,no
candidate:dentist,dentist,dentist,dentist,牙医；牙科医生,dentist,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:department store,department store,department store,department store,百货商店；百货公司,department store,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:departure,departure,departure,departure,出发；离开,departure,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:desert,desert,desert,desert,沙漠,desert,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:design,design,design,design,设计；构思,design,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:desk,desk,desk,desk,书桌；课桌,desk,22,yes,exact-single,1,KV000055,课桌；书桌,pending-sense-confirmation,no
candidate:dessert,dessert,dessert,dessert,甜点；餐后甜点,dessert,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:detective,detective,detective,detective,侦探,detective,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dialogue,dialogue,dialogue,dialogue,对话,dialogue,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:diamond,diamond,diamond,diamond,钻石；金刚石,diamond,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:diary,diary,diary,diary,日记；日记本,diary,5,yes,exact-single,1,KV001017,日记,pending-sense-confirmation,no
candidate:dice,dice,dice,dice,骰子,dice,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dictionary,dictionary,dictionary,dictionary,字典；词典,dictionary,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:die,die,die,die,死；死亡,die,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:diet,diet,diet,diet,饮食；日常饮食,diet,3,yes,exact-single,1,KV001090,日常饮食,pending-sense-confirmation,no
candidate:different,different,different,different,不同的,different,12,yes,exact-single,1,KV000493,不同的,pending-sense-confirmation,no
candidate:difficult,difficult,difficult,difficult,困难的；难的,difficult,14,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dig,dig,dig,dig,挖；掘,dig,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:digital,digital,digital,digital,数字的,digital,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dimsum,dimsum,dimsum,dimsum,中式点心；点心,dimsum,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dining hall,dining hall,dining hall,dining hall,餐厅；饭厅,dining hall,2,yes,exact-single,1,KV001183,饭厅,pending-sense-confirmation,no
candidate:dining room,dining room,dining room,dining room,餐厅；饭厅,dining room,7,yes,exact-single,1,KV000339,餐厅；饭厅,pending-sense-confirmation,no
candidate:dinner,dinner,dinner,dinner,晚餐；正餐,dinner,19,yes,exact-single,1,KV000865,正餐,pending-sense-confirmation,no
candidate:dinosaur,dinosaur,dinosaur,dinosaur,恐龙,dinosaur,4,yes,exact-single,1,KV001161,恐龙,pending-sense-confirmation,no
candidate:direction,direction,direction,direction,方向,direction,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dirty,dirty,dirty,dirty,脏的；肮脏的,dirty,16,yes,exact-single,1,KV000367,脏的,pending-sense-confirmation,no
candidate:disappear,disappear,disappear,disappear,消失,disappear,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:discuss,discuss,discuss,discuss,讨论,discuss,1,yes,exact-single,1,KV001089,讨论；商量,pending-sense-confirmation,no
candidate:disneyland,disneyland,disneyland,Disneyland,迪士尼乐园,disneyland,3,yes,exact-single,1,KV000515,迪士尼乐园,pending-sense-confirmation,no
candidate:display,display,display,display,展示；陈列,display,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dizzy,dizzy,dizzy,dizzy,头晕的；眩晕的,dizzy,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do,do,do,do,做；干,did|do|does,41,yes,exact-single,1,KV000049,助动词（用于疑问句）,pending-sense-confirmation,no
candidate:do a survey,do a survey,do a survey,do a survey,做调查；进行调查,do a survey,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do exercise,do exercise,do exercise,do exercise,锻炼；做运动,do exercise,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do homework,do homework,do homework,do homework,做作业,do homework,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do jigsaw puzzles,do jigsaw puzzles,do jigsaw puzzles,do jigsaw puzzles,拼拼图；做拼图,doing jigsaw puzzles,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do kung fu,do kung fu,do kung fu,do kung fu,练功夫；做中国功夫,do kung fu,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:do morning exercises,do morning exercises,do morning exercises,do morning exercises,做早操；晨练,do morning exercises|doing morning exercises,3,yes,exact-single,1,KV000973,做早操,pending-sense-confirmation,no
candidate:do the housework,do the housework,do the housework,do the housework,做家务,do the housework,1,yes,exact-single,1,KV000501,做家务,pending-sense-confirmation,no
candidate:doctor,doctor,doctor,doctor,医生,doctor|dr|dr.,24,yes,exact-single,1,KV000425,医生,pending-sense-confirmation,no
candidate:dog,dog,dog,dog,狗,dog,23,yes,exact-single,1,KV000018,狗,pending-sense-confirmation,no
candidate:dog food,dog food,dog food,dog food,狗粮,dog food,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dog sledding,dog sledding,dog sledding,dog sledding,狗拉雪橇活动,dog sledding,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:doggie,doggie,doggie,doggie,小狗；狗,doggie,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:doll,doll,doll,doll,洋娃娃；玩偶,doll,12,yes,exact-single,1,KV000070,玩具娃娃,pending-sense-confirmation,no
candidate:dollar,dollar,dollar,dollar,美元,dollar,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dolphin,dolphin,dolphin,dolphin,海豚,dolphin,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:donald duck,donald duck,donald duck,Donald Duck,唐老鸭,donald duck,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:donkey,donkey,donkey,donkey,驴；驴子,donkey,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:door,door,door,door,门,door,22,yes,exact-single,1,KV000064,门,pending-sense-confirmation,no
candidate:doorbell,doorbell,doorbell,doorbell,门铃,doorbell,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dot,dot,dot,dot,点；圆点,dot,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dotted line,dotted line,dotted line,dotted line,虚线,dotted line,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:double ninth festival,double ninth festival,double ninth festival,Double Ninth Festival,重阳节,double ninth festival,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:double-decker,double-decker,double-decker,double-decker,双层公共汽车；双层巴士,double-decker,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:down,down,down,down,向下；在下面,down,13,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:downstairs,downstairs,downstairs,downstairs,楼下；在楼下,downstairs,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:downtown,downtown,downtown,downtown,市中心；在市中心,downtown,1,yes,exact-single,1,KV000776,市中心；在市中心,pending-sense-confirmation,no
candidate:dragon,dragon,dragon,dragon,龙,dragon,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dragon boat,dragon boat,dragon boat,dragon boat,龙舟,dragon boat,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dragon boat festival,dragon boat festival,dragon boat festival,Dragon Boat Festival,端午节,dragon boat festival,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dragon boat race,dragon boat race,dragon boat race,dragon boat race,龙舟赛,dragon boat race,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dragon dance,dragon dance,dragon dance,dragon dance,舞龙,dragon dance,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:drama,drama,drama,drama,戏剧；戏剧课,drama,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:draw,draw,draw,draw,画；绘画,draw|drew,23,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:draw cartoons,draw cartoons,draw cartoons,draw cartoons,画卡通；画漫画,draw cartoons,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:draw pictures,draw pictures,draw pictures,draw pictures,画画；画图,draw pictures,2,yes,exact-single,1,KV000304,画画,pending-sense-confirmation,no
candidate:drawing,drawing,drawing,drawing,绘画；图画,drawing,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dress,dress,dress,dress,连衣裙；裙子,dress,23,yes,exact-multiple,2,KV000095|KV001067,连衣裙|穿衣服,pending-multi-candidate-review,no
candidate:dressed,dressed,dressed,dressed,穿好衣服的；打扮好的,dressed,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:drill,drill,drill,drill,电钻；钻孔机,drill,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:drink cold drinks,drink cold drinks,drink cold drinks,drink cold drinks,喝冷饮,drank cold drinks,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dripping,dripping,dripping,dripping,滴水的；滴着水的,dripping,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:drive,drive,drive,drive,驾驶；开车,drive|drove,10,yes,exact-single,1,KV001153,驾驶；开车,pending-sense-confirmation,no
candidate:drive away,drive away,drive away,drive away,赶走；驱赶,drive away,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:driver,driver,driver,driver,司机；驾驶员,driver,16,yes,exact-single,1,KV000823,司机,pending-sense-confirmation,no
candidate:drum,drum,drum,drum,鼓,drum,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:drummer,drummer,drummer,drummer,鼓手,drummer,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dry,dry,dry,dry,干的；干燥的,dry,8,yes,exact-single,1,KV001054,干的,pending-sense-confirmation,no
candidate:duckling,duckling,duckling,duckling,小鸭子,duckling,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dumpling,dumpling,dumpling,dumpling,饺子,dumpling|dumplings,12,yes,exact-single,1,KV000755,饺子,pending-sense-confirmation,no
candidate:dunvegan castle,dunvegan castle,dunvegan castle,Dunvegan Castle,Dunvegan Castle（城堡名）,dunvegan castle,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:during,during,during,during,在……期间；在……的时候,during,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dust,dust,dust,dust,掸去灰尘；除尘,dust,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:dvd,dvd,dvd,DVD,DVD；数字光盘,dvd,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:e-book,e-book,e-book,e-book,电子书,e-book,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:e-card,e-card,e-card,e-card,电子贺卡,e-card,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:e-friend,e-friend,e-friend,e-friend,网友；网上朋友,e-friend,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:e-mail,e-mail,e-mail,e-mail,电子邮件；发电子邮件,e-mail,1,yes,orthographic-single,1,KV001093,电子邮件,pending-orthographic-review,no
candidate:each,each,each,each,每个；各自,each,6,yes,exact-single,1,KV001026,每一；各个,pending-sense-confirmation,no
candidate:each other,each other,each other,each other,彼此；互相,each other,9,yes,exact-single,1,KV001027,相互,pending-sense-confirmation,no
candidate:ear,ear,ear,ear,耳朵,ear,23,yes,exact-single,1,KV000011,耳朵,pending-sense-confirmation,no
candidate:early,early,early,early,早；早的,early,17,yes,exact-single,1,KV000581,早；早地,pending-sense-confirmation,no
candidate:earth,earth,earth,earth,地球,earth,15,yes,exact-single,1,KV000391,地球,pending-sense-confirmation,no
candidate:easily,easily,easily,easily,容易地；轻易地,easily,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:east,east,east,east,东；东方,east,9,yes,exact-single,1,KV000684,东；东方,pending-sense-confirmation,no
