Word,PromptHint,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
floor,,KV000298,floor,[flɔː(r)],[flɔːr],楼层；地板,Our classroom is on the third floor.,我们的教室在三楼。,4,016,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
room,,KV000299,room,[ruːm],[ruːm; rʊm],房间,My room has a bed and a desk.,我的房间里有一张床和一张书桌。,4,013,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
our,,KV000300,our,[ɑː(r)],[ɑːr],我们的,Our class is going to the museum this Friday.,我们班这周五要去博物馆。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
they,,KV000301,they,[ðeɪ],[ðeɪ],他们；她们；它们,They are reading books in the library.,他们正在图书馆里读书。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
after school,,KV000302,after school,,,放学后,I play sports after school.,我放学后做运动。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
play sports,,KV000303,play sports,,,做运动；参加体育活动,We play sports after school.,我们放学后做运动。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
draw pictures,,KV000304,draw pictures,,,画画,I draw pictures after school with my friends.,我放学后和朋友们一起画画。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
play chess,,KV000305,play chess,[pleɪ tʃes],[pleɪ tʃes],下棋,I play chess with my friend.,我和朋友下棋。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
sing songs,,KV000306,sing songs,,,唱歌,We sing English songs in music class.,我们在音乐课上唱英文歌。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
read books,,KV000307,read books,,,读书；看书,I often read books in the library after school.,我放学后经常在图书馆看书。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
really,,KV000308,really,[ˈriːəli],[ˈriːəli],真的；确实,I really like English.,我真的很喜欢英语。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
tomorrow,,KV000309,tomorrow,[təˈmɒrəʊ],[təˈmɑːroʊ],明天,Tomorrow is Monday.,明天是星期一。,4,078,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
wake up,,KV000310,wake up,[ˈweɪk ˌʌp],[ˈweɪk ˌʌp],醒来；叫醒,I usually wake up before seven on school days.,上学日我通常七点前醒来。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
be back,,KV000311,be back,,,回来,I will be back soon.,我很快回来。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
family,,KV000312,family,[ˈfæməli],[ˈfæməli],家庭；家人,My family often has dinner at home.,我们一家经常在家吃晚饭。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
uncle,,KV000313,uncle,[ˈʌŋk(ə)l],[ˈʌŋkl],叔叔；舅舅等,My uncle often plays football with me.,我叔叔经常和我一起踢足球。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
aunt,,KV000314,aunt,[ɑːnt],[ænt],阿姨；姑姑；姨妈等,My aunt teaches English at a school.,我阿姨在一所学校教英语。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
cousin,,KV000315,cousin,[ˈkʌzn],[ˈkʌzn],堂兄弟姐妹；表兄弟姐妹,My cousin and I often play chess.,我和表兄弟姐妹经常一起下棋。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
beautiful,,KV000316,beautiful,[ˈbjuːtɪf(ə)l],[ˈbjuːtɪf(ə)l],美丽的；漂亮的,West Lake is beautiful in spring.,春天的西湖很美。,4,182,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
lost,,KV000317,lost,[lɒst],[lɔːst],丢失的；迷路的,My water bottle is lost.,我的水瓶丢了。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
water bottle,,KV000318,water bottle,,,水瓶；水壶,I always take a water bottle to PE class.,我上体育课总会带一个水瓶。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
know,,KV000319,know,[nəʊ],[noʊ],知道；认识,Do you know where the library is?,你知道图书馆在哪里吗？,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
ok,,KV000320,ok,[əʊˈkeɪ],[oʊˈkeɪ],好的；可以,OK let's go.,好的，我们走吧。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
much,,KV000321,much,[mʌtʃ],[mʌtʃ],很；非常,Thank you very much.,非常感谢你。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
welcome,,KV000322,welcome,[ˈwelkəm],[ˈwelkəm],欢迎；不客气,You are welcome.,不客气。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
cooking dinner,,KV000323,cooking dinner,,,正在做晚饭,Mum is cooking dinner.,妈妈正在做晚饭。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
walking the dog,,KV000324,walking the dog,,,正在遛狗,I am walking the dog.,我正在遛狗。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
watering the plants,,KV000325,watering the plants,,,正在给植物浇水,She is watering the plants.,她正在给植物浇水。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
cleaning the room,,KV000326,cleaning the room,,,正在打扫房间,He is cleaning the room.,他正在打扫房间。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
listening to music,,KV000327,listening to music,,,正在听音乐,I am listening to music.,我正在听音乐。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
watching TV,,KV000328,watching TV,,,正在看电视,They are watching TV.,他们正在看电视。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
feeding the fish,,KV000329,feeding the fish,,,正在喂鱼,She is feeding the fish.,她正在喂鱼。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
play with,,KV000330,play with,[pleɪ wɪð],[pleɪ wɪð],和……一起玩,I often play with my dog after school.,我放学后经常和我的狗一起玩。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
in one hour,,KV000331,in one hour,,,一小时后,I will be back in one hour.,我一小时后回来。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
everyone,,KV000332,everyone,[ˈevriwʌn],[ˈevriwʌn],每人,Everyone is here.,每个人都在这里。,4,064,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
child,,KV000333,children,[tʃaɪld],[tʃaɪld],儿童；小孩（复数 children）,The child is in the park.,这个小孩在公园里。,4,019,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
run,,KV000334,run,[rʌn],[rʌn],跑；奔跑,Don't run in the classroom.,不要在教室里跑。,4,139,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
home,,KV000335,home,[həʊm],[hoʊm],家；在家,I usually read books at home after dinner.,我通常晚饭后在家看书。,4,,rj_start1,rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
bedroom,,KV000336,bedroom,[ˈbedruːm],[ˈbedruːm; ˈbedrʊm],卧室,My bedroom has a bed and a desk.,我的卧室里有一张床和一张书桌。,4,147,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
living room,,KV000337,living room,['lɪvɪŋ ru:m],[ˈlɪvɪŋ ruːm],客厅,We watch TV in the living room.,我们在客厅看电视。,4,140,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
bathroom,,KV000338,bathroom,[ˈbɑːθruːm; ˈbɑːθrʊm],[ˈbæθruːm],浴室；卫生间,The bathroom is near my bedroom.,浴室在我的卧室附近。,4,150,rj_start1,rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
