MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
insect,insect,n. 昆虫;卑鄙的人,6年级上,1,6年级上@r45: [fish / mammal / <insect> / penguin / shark],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
into,into,prep. 到...里;深入...之中;成为...状况;进入到...之内,5年级下,1,5年级下@r100: [all over / out of / <into> / chopsticks / wet],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
invent,invent,vt. 发明;创造;虚构,6年级上,1,6年级上@r86: [paint / invention / <invent> / study / story],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
invention,invention,n. 发明;发明物;虚构;发明才能,6年级上,1,6年级上@r85: [poem / paint / <invention> / invent / study],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
inventor,inventor,n. 发明家;[专利] 发明人;创造者,6年级上,1,6年级上@r75: [competition / hurt / <inventor> / artist / scientist],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
jumped rope,jumped rope,跳绳游戏;跨越横线,5年级下,1,5年级下@r60: [visited grandparents / danced / <jumped rope> / listened to music / rowed a boat],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
jumping rope,jumping rope,跳绳;正在跳绳;跳跳绳,4年级上,1,4年级上@r5: [basketball / roller skating / <jumping rope> / ping-pong / What about ...?],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
just,just,"adv. 只是,仅仅;刚才,刚刚;正好,恰好;实在;刚要 adj. 公正的,合理的;正直的,正义的;正确的;公平的;应得的",4年级上,1,4年级上@r109: [people / teach / <just> / myself / sound],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,"The source neighborhood is insufficient to choose among elementary adverb senses such as 'just/only', 'just now', or 'exactly'.",no
kangaroo,kangaroo,n. 袋鼠,6年级上,1,6年级上@r30: [the British Museum / the CN Tower / <kangaroo> / the Opera House / the White House],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
kick,kick,"vt. 踢;反冲,朝后座 n. 踢;反冲,后座力 vi. 踢;反冲",3年级上,1,3年级上@r27: [bite / tongue / <kick> / morning / afternoon],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,踢,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
knife,knife,n. 刀;匕首 vt. 用刀切;(口)伤害 vi. 劈开;划过,4年级上,1,4年级上@r63: [apple / pen / <knife> / eraser / crayon],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,刀,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
koala,koala,"n. 树袋熊,无尾熊(产于澳大利亚,又名考拉)",4年级下,1,4年级下@r81: [the USA / China / <koala> / maple leaves / Big Ben],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
lake ontario,Lake Ontario,n. 安大略湖,6年级下,1,6年级下@r15: [public library / downtown / <Lake Ontario> / stadium / volunteer],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
learned to ride a bike,learned to ride a bike,无,5年级下,1,5年级下@r89: [started to speak / learned to walk / <learned to ride a bike> / went to kindergarten / went to school],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
learned to swim,learned to swim,无,5年级下,1,5年级下@r92: [went to kindergarten / went to school / <learned to swim> / fifteenth / 15th],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
learned to walk,learned to walk,无,5年级下,1,5年级下@r88: [was born / started to speak / <learned to walk> / learned to ride a bike / went to kindergarten],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
leave,leave,"vt. 离开;留下;遗忘;委托 vi. 离开,出发;留下 n. 许可,同意;休假",4年级下,1,4年级下@r19: [get to / before / <leave> / toy / hospital],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,离开；出发,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
less,less,adv. 较少地;较小地;更小地 adj. 较少的;较小的 prep. 减去 n. 较少;较小,6年级下,1,6年级下@r22: [habit / idea / <less> / at least / talk about],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,更少；较少,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
let's,let's,让我们(let us的简写),2年级下,1,2年级下@r17: [weather / wow / <let's> / spring / summer],contracted-form,single-token-form-review,identity-form-review,route-expression-candidate,model-reviewed,high,,communicative-contraction-routing,"Let's is primarily a communicative proposal frame ('Let's ...'), so it should not mint an isolated Vocabulary identity in this corpus pass.",no
listened to music,listened to music,无,5年级下,1,5年级下@r61: [danced / jumped rope / <listened to music> / rowed a boat / played computer games],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
listening to music,listening to music,无,3年级下,1,3年级下@r65: [watering the plants / cleaning the room / <listening to music> / watching TV / feeding the fish],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
living room,living room,n. 客厅;起居室,3年级下,1,3年级下@r75: [home / bedroom / <living room> / bathroom / dining room],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
london,London,n. 伦敦,6年级上,1,6年级上@r24: [forest / stone / <London> / Toronto / Sydney],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
look forward to,look forward to,na. 盼望,3年级上|6年级上,2,3年级上@r83: [week / soon / <look forward to> / T-shirt / shorts] || 6年级上@r103: [pity / prize / <look forward to>],multiple-occurrences|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
mail a present,mail a present,无,5年级下,1,5年级下@r49: [make a phone call / send a short message / <mail a present> / make a video call / say],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
