Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
birthday,[ˈbɜːθdeɪ],[ˈbɜːrθdeɪ],生日,Today is my birthday.,今天是我的生日。,n. 生日，诞辰；诞生的日子,curated,3年级上,3,上,3年级上|5年级下,人教版一年级起点三年级上.xlsx|人教版一年级起点五年级下.xlsx,rj_start1 grade::3 semester::上 appears::3年级上 appears::5年级下
first,[fɜːst],[fɜːrst],第一；首先,January is the first month.,一月是第一个月。,"num. 第一
n. 第一；开始；冠军
adj. 第一的；基本的；最早的
adv. 第一；首先；优先；宁愿",curated,3年级上,3,上,3年级上|3年级下,人教版一年级起点三年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::上 appears::3年级上 appears::3年级下
party,[ˈpɑːti],[ˈpɑːrti],聚会；派对,We have a birthday party.,我们举办生日聚会。,"n. 政党，党派；聚会，派对；当事人 [复数 parties]
vi. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ]",curated,3年级上,3,上,3年级上|5年级上,人教版一年级起点三年级上.xlsx|人教版一年级起点五年级上.xlsx,rj_start1 grade::3 semester::上 appears::3年级上 appears::5年级上
delicious,[dɪˈlɪʃəs],[dɪˈlɪʃəs],美味的；好吃的,The cake is delicious.,蛋糕很好吃。,adj. 美味的；可口的,curated,3年级上,3,上,3年级上|5年级下,人教版一年级起点三年级上.xlsx|人教版一年级起点五年级下.xlsx,rj_start1 grade::3 semester::上 appears::3年级上 appears::5年级下
Chinese,[ˌtʃaɪˈniːz],[ˌtʃaɪˈniːz],汉语；中文,We have Chinese today.,我们今天有语文课。,"n. 中文，汉语；中国人
adj. 中国的，中国人的；中国话的",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
English,[ˈɪŋɡlɪʃ],[ˈɪŋɡlɪʃ],英语,I like English.,我喜欢英语。,"n. 英语；英国人；英文；英格兰人
adj. 英国人的；英国的；英文的
vt. 把…译成英语",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
science,[ˈsaɪəns],[ˈsaɪəns],科学；科学课,We have science today.,我们今天有科学课。,n. 科学；技术；学科；理科,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
PE,[peɪ],[peɪ],体育；体育课,We have PE today.,我们今天有体育课。,abbr. 体育课，体能训练（physical education）,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
music,[ˈmjuːzɪk],[ˈmjuːzɪk],音乐；音乐课,I like music.,我喜欢音乐。,n. 音乐，乐曲,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
maths,[mæθs],[mæθs],数学；数学课,We have maths today.,我们今天有数学课。,n. 数学（等于mathematics）,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
art,[ɑːt],[ɑːrt],美术；美术课,We have art today.,我们今天有美术课。,"n. 艺术；美术；艺术品
v. 是（be的变体）
adj. 艺术的；艺术品的",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
computer class,,,计算机课,We have computer class today.,我们今天有计算机课。,计算机课；电脑班；电脑课,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
we,[wi; wiː],[wi],我们,We are classmates.,我们是同班同学。,pron. 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
that,[ðæt],[ðæt],那；那个,That is our classroom.,那是我们的教室。,"conj. 因为；以至于
adj. 那；那个
pron. 那；那个
adv. 那么；那样",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
classroom,[ˈklɑːsruːm],[ˈklæsruːm; ˈklæsrʊm],教室,This is our classroom.,这是我们的教室。,n. 教室,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
library,[ˈlaɪbrəri; ˈlaɪbri],[ˈlaɪbreri],图书馆,The library is on the second floor.,图书馆在二楼。,n. 图书馆，藏书室；文库,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
toilet,[ˈtɔɪlət],[ˈtɔɪlət],厕所；卫生间,The toilet is near the classroom.,卫生间在教室附近。,"n. 厕所，盥洗室；梳妆，打扮
vt. 给…梳妆打扮
vi. 梳妆，打扮",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
playground,[ˈpleɪɡraʊnd],[ˈpleɪɡraʊnd],操场,We play on the playground.,我们在操场上玩。,n. 运动场，操场；游乐场,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
second,[ˈsekənd],[ˈsekənd; sɪˈkɑːnd],第二,The library is on the second floor.,图书馆在二楼。,"num. 第二
n. 秒；第二名；瞬间；二等品
adj. 第二的；次要的；附加的
vt. 支持
adv. 第二；其次；居第二位",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
third,[θɜːd],[θɜːrd],第三,Our classroom is on the third floor.,我们的教室在三楼。,"num. 第三；三分之一
adj. 第三的；三分之一的",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
floor,[flɔː(r)],[flɔːr],楼层；地板,Our classroom is on the third floor.,我们的教室在三楼。,"n. 地板，地面；楼层；基底；议员席
vt. 铺地板；打倒，击倒；（被困难）难倒",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
room,[ruːm],[ruːm; rʊm],房间,This room is big.,这个房间很大。,"n. 房间；空间；余地；机会；房间里所有的人
vt. 为…提供住处；租房，合住；投宿，住宿；留…住宿
vi. 居住；住宿",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
our,[ɑː(r)],[ɑːr],我们的,This is our classroom.,这是我们的教室。,pron. 我们的,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
they,[ðeɪ],[ðeɪ],他们；她们；它们,They are my friends.,他们是我的朋友。,pron. 他们；它们；她们,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
after school,,,放学后,I play sports after school.,我放学后做运动。,na. 放学后,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
play sports,,,做运动；参加体育活动,We play sports after school.,我们放学后做运动。,做运动；进行体育运动；进行体育活动,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
draw pictures,,,画画,I like to draw pictures.,我喜欢画画。,画画；画图画；画儿,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
play chess,[pleɪ tʃes],[pleɪ tʃes],下棋,I play chess with my friend.,我和朋友下棋。,na. 下象棋,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
sing songs,,,唱歌,We sing songs in music class.,我们在音乐课上唱歌。,n. 歌咏,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
read books,,,读书；看书,I read books in the library.,我在图书馆看书。,读书；看书；阅读,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
really,[ˈriːəli],[ˈriːəli],真的；确实,I really like English.,我真的很喜欢英语。,adv. 实际上，事实上；真正地，真实地；真的吗？（表语气）,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
tomorrow,[təˈmɒrəʊ],[təˈmɑːroʊ],明天,Tomorrow is Monday.,明天是星期一。,"n. 明天；未来
adv. 明天；未来地（等于to-morrow）",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
wake up,[ˈweɪk ˌʌp],[ˈweɪk ˌʌp],醒来；叫醒,I wake up at seven.,我七点醒来。,na. 同“wake”；叫醒；醒来；振作起来,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
be back,,,回来,I will be back soon.,我很快回来。,na. 回家；回来,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
family,[ˈfæməli],[ˈfæməli],家庭；家人,This is my family.,这是我的家人。,"n. 家庭；亲属；家族；子女；[生]科；语族；[化]族
adj. 家庭的；家族的；适合于全家的",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
uncle,[ˈʌŋk(ə)l],[ˈʌŋkl],叔叔；舅舅等,My uncle is tall.,我叔叔个子很高。,n. 叔叔；伯父；伯伯；舅父；姨丈；姑父,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
aunt,[ɑːnt],[ænt],阿姨；姑姑；姨妈等,My aunt is a teacher.,我阿姨是老师。,n. 阿姨；姑妈；伯母；舅妈,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
cousin,[ˈkʌzn],[ˈkʌzn],堂兄弟姐妹；表兄弟姐妹,My cousin is ten.,我的表兄弟姐妹十岁。,n. 堂兄弟姊妹；表兄弟姊妹,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
beautiful,[ˈbjuːtɪf(ə)l],[ˈbjuːtɪf(ə)l],美丽的；漂亮的,The flower is beautiful.,这朵花很漂亮。,"adj. 美丽的
出色地
出色的
迷人的
迷人地",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
lost,[lɒst],[lɔːst],丢失的；迷路的,My water bottle is lost.,我的水瓶丢了。,"adj. 失去的；丧失的；迷惑的
v. 遗失（lose的过去分词）；失败",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
water bottle,,,水瓶；水壶,This is my water bottle.,这是我的水瓶。,un. 水壶；采水瓶；采水器；采水样器,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
know,[nəʊ],[noʊ],知道；认识,I know her name.,我知道她的名字。,"vt. 知道；认识；懂得
vi. 了解；熟悉；确信",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
ok,[əʊˈkeɪ],[oʊˈkeɪ],好的；可以,OK let's go.,好的，我们走吧。,"adj. 好的；不错的
adv. 行；很好
int. 好；可以
vt. 对…表示同意
n. 同意",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
much,[mʌtʃ],[mʌtʃ],很；非常,Thank you very much.,非常感谢你。,"adv. 非常，很
adj. 大量的
n. 许多，大量
pron. 许多，大量",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
welcome,[ˈwelkəm],[ˈwelkəm],欢迎；不客气,You are welcome.,不客气。,"n. 欢迎
vt. 欢迎
adj. 受欢迎的
int. 欢迎",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
cooking dinner,,,正在做晚饭,Mum is cooking dinner.,妈妈正在做晚饭。,做饭；做晚餐；正在做饭,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
walking the dog,,,正在遛狗,I am walking the dog.,我正在遛狗。,无,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
watering the plants,,,正在给植物浇水,She is watering the plants.,她正在给植物浇水。,无,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
cleaning the room,,,正在打扫房间,He is cleaning the room.,他正在打扫房间。,无,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
listening to music,,,正在听音乐,I am listening to music.,我正在听音乐。,无,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
watching TV,,,正在看电视,They are watching TV.,他们正在看电视。,看电视；正在看电视；他在看电视,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
feeding the fish,,,正在喂鱼,She is feeding the fish.,她正在喂鱼。,"喂鱼
晕船",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
play with,[pleɪ wɪð],[pleɪ wɪð],和……一起玩,I play with my dog.,我和我的狗一起玩。,na. 玩弄(火等)；以…自娱,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
in one hour,,,一小时后,I will be back in one hour.,我一小时后回来。,无,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
everyone,[ˈevriwʌn],[ˈevriwʌn],每个人；大家,Everyone is here.,大家都在这里。,"n. 每个人
pron. 每个人；人人",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
children,[ˈtʃɪldrən],[ˈtʃɪldrən],孩子们,The children are playing.,孩子们正在玩。,n. 孩子们（child的复数）,curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
run,[rʌn],[rʌn],跑；奔跑,Don't run in the classroom.,不要在教室里跑。,"n. 奔跑；赛跑；趋向；奔跑的路程
vt. 管理，经营；运行；参赛
vi. 经营；奔跑；运转",curated,3年级下,3,下,3年级下,人教版一年级起点三年级下.xlsx,rj_start1 grade::3 semester::下 appears::3年级下
